"","","","","",""
"20P31A0315","R2031031","THERMAL ENGINEERING-II","20","E","3"
"20P31A0315","R203103H","OPERATIONS RESEARCH","18","E","3"
"20P31A0316","R2031031","THERMAL ENGINEERING-II","19","E","3"
"20P31A0316","R2031032","DESIGN OF MACHINE MEMBERS-I","17","F","0"
"20P31A0317","R2031031","THERMAL ENGINEERING-II","20","D","3"
"20P31A0318","R2031032","DESIGN OF MACHINE MEMBERS-I","14","F","0"
"20P31A0318","R203103B","INDUSTRIAL ROBOTICS","18","E","3"
"20P31A0318","R203103H","OPERATIONS RESEARCH","19","D","3"
"20P31A0320","R2031031","THERMAL ENGINEERING-II","19","ABSENT","0"
"20P31A0320","R203103H","OPERATIONS RESEARCH","16","F","0"
"20P31A0321","R2031031","THERMAL ENGINEERING-II","16","F","0"
"20P31A0321","R2031032","DESIGN OF MACHINE MEMBERS-I","16","F","0"
"20P31A0321","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","12","F","0"
"20P31A0321","R203103B","INDUSTRIAL ROBOTICS","19","F","0"
"20P31A0321","R203103H","OPERATIONS RESEARCH","8","F","0"
"20P31A0323","R2031032","DESIGN OF MACHINE MEMBERS-I","12","F","0"
"20P31A0323","R203103B","INDUSTRIAL ROBOTICS","19","F","0"
"20P31A0323","R203103H","OPERATIONS RESEARCH","19","F","0"
"20P31A0324","R2031031","THERMAL ENGINEERING-II","18","D","3"
"20P31A0325","R2031032","DESIGN OF MACHINE MEMBERS-I","15","F","0"
"20P31A0326","R2031031","THERMAL ENGINEERING-II","18","E","3"
"20P31A0326","R2031032","DESIGN OF MACHINE MEMBERS-I","18","F","0"
"20P31A0326","R203103B","INDUSTRIAL ROBOTICS","20","F","0"
"20P31A0326","R203103H","OPERATIONS RESEARCH","21","F","0"
"20P31A0329","R2031031","THERMAL ENGINEERING-II","20","F","0"
"20P31A0329","R203103B","INDUSTRIAL ROBOTICS","17","F","0"
"20P31A0330","R2031032","DESIGN OF MACHINE MEMBERS-I","18","D","3"
"20P31A0331","R2031031","THERMAL ENGINEERING-II","18","F","0"
"20P31A0331","R2031032","DESIGN OF MACHINE MEMBERS-I","12","F","0"
"20P31A0331","R203103B","INDUSTRIAL ROBOTICS","18","F","0"
"20P31A0331","R203103H","OPERATIONS RESEARCH","16","F","0"
"20P31A0332","R2031031","THERMAL ENGINEERING-II","17","D","3"
"20P31A0332","R203103B","INDUSTRIAL ROBOTICS","17","E","3"
"20P31A0332","R203103H","OPERATIONS RESEARCH","20","E","3"
"20P31A0333","R2031031","THERMAL ENGINEERING-II","17","F","0"
"20P31A0333","R2031032","DESIGN OF MACHINE MEMBERS-I","18","F","0"
"20P31A0333","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","15","F","0"
"20P31A0333","R203103B","INDUSTRIAL ROBOTICS","18","F","0"
"20P31A0333","R203103H","OPERATIONS RESEARCH","20","F","0"
"20P31A0334","R2031031","THERMAL ENGINEERING-II","20","F","0"
"20P31A0334","R2031032","DESIGN OF MACHINE MEMBERS-I","17","F","0"
"20P31A0334","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","19","F","0"
"20P31A0334","R203103B","INDUSTRIAL ROBOTICS","18","F","0"
"20P31A0334","R203103H","OPERATIONS RESEARCH","22","F","0"
"20P31A0335","R2031031","THERMAL ENGINEERING-II","19","F","0"
"20P31A0335","R2031032","DESIGN OF MACHINE MEMBERS-I","18","E","3"
"20P31A0335","R203103B","INDUSTRIAL ROBOTICS","17","F","0"
"20P31A0335","R203103H","OPERATIONS RESEARCH","18","D","3"
"20P31A0336","R2031031","THERMAL ENGINEERING-II","20","F","0"
"20P31A0336","R2031032","DESIGN OF MACHINE MEMBERS-I","21","F","0"
"20P31A0336","R203103B","INDUSTRIAL ROBOTICS","18","F","0"
"20P31A0336","R203103H","OPERATIONS RESEARCH","13","F","0"
"20P31A0337","R2031032","DESIGN OF MACHINE MEMBERS-I","21","F","0"
"20P31A0341","R203103H","OPERATIONS RESEARCH","18","F","0"
"20P31A0342","R2031031","THERMAL ENGINEERING-II","21","E","3"
"20P31A0342","R2031032","DESIGN OF MACHINE MEMBERS-I","17","E","3"
"20P31A0342","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","23","E","3"
"20P31A0342","R203103B","INDUSTRIAL ROBOTICS","20","F","0"
"20P31A0342","R203103H","OPERATIONS RESEARCH","15","F","0"
"20P31A0345","R2031031","THERMAL ENGINEERING-II","19","F","0"
"20P31A0345","R2031032","DESIGN OF MACHINE MEMBERS-I","20","F","0"
"20P31A0345","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","19","F","0"
"20P31A0345","R203103B","INDUSTRIAL ROBOTICS","16","F","0"
"20P31A0345","R203103H","OPERATIONS RESEARCH","20","F","0"
"20P31A0346","R2031031","THERMAL ENGINEERING-II","19","F","0"
"20P31A0346","R2031032","DESIGN OF MACHINE MEMBERS-I","18","F","0"
"20P31A0346","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","19","F","0"
"20P31A0346","R203103B","INDUSTRIAL ROBOTICS","16","F","0"
"20P31A0346","R203103H","OPERATIONS RESEARCH","14","F","0"
"20P31A0349","R2031031","THERMAL ENGINEERING-II","19","E","3"
"20P31A0349","R2031032","DESIGN OF MACHINE MEMBERS-I","20","F","0"
"20P31A0349","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","18","E","3"
"20P31A0349","R203103B","INDUSTRIAL ROBOTICS","14","E","3"
"20P31A0349","R203103H","OPERATIONS RESEARCH","16","E","3"
"20P31A0352","R2031031","THERMAL ENGINEERING-II","20","D","3"
"20P31A0353","R2031031","THERMAL ENGINEERING-II","21","F","0"
"20P31A0353","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","21","F","0"
"20P31A0356","R2031031","THERMAL ENGINEERING-II","21","F","0"
"20P31A0356","R2031032","DESIGN OF MACHINE MEMBERS-I","19","E","3"
"20P31A0356","R203103H","OPERATIONS RESEARCH","19","ABSENT","0"
"20P31A0357","R2031031","THERMAL ENGINEERING-II","16","F","0"
"20P31A0357","R2031032","DESIGN OF MACHINE MEMBERS-I","21","E","3"
"20P31A0357","R203103B","INDUSTRIAL ROBOTICS","16","F","0"
"20P31A0359","R2031031","THERMAL ENGINEERING-II","16","F","0"
"20P31A0359","R2031032","DESIGN OF MACHINE MEMBERS-I","16","F","0"
"20P31A0359","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","18","F","0"
"20P31A0359","R203103B","INDUSTRIAL ROBOTICS","16","F","0"
"20P31A0360","R2031031","THERMAL ENGINEERING-II","19","F","0"
"20P31A0361","R2031031","THERMAL ENGINEERING-II","18","E","3"
"20P31A0361","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","22","F","0"
"20P31A0362","R2031031","THERMAL ENGINEERING-II","22","C","3"
"20P31A0363","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","18","F","0"
"20P31A0365","R2031031","THERMAL ENGINEERING-II","20","D","3"
"20P31A0366","R2031031","THERMAL ENGINEERING-II","16","F","0"
"20P31A0366","R2031032","DESIGN OF MACHINE MEMBERS-I","20","F","0"
"20P31A0366","R203103H","OPERATIONS RESEARCH","20","F","0"
"20P31A0367","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","21","F","0"
"20P31A0368","R2031031","THERMAL ENGINEERING-II","20","F","0"
"20P31A0368","R2031032","DESIGN OF MACHINE MEMBERS-I","21","F","0"
"20P31A0368","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","19","F","0"
"20P31A0368","R203103B","INDUSTRIAL ROBOTICS","20","F","0"
"20P31A0368","R203103H","OPERATIONS RESEARCH","18","F","0"
"20P31A0369","R2031031","THERMAL ENGINEERING-II","21","C","3"
"20P31A0370","R2031031","THERMAL ENGINEERING-II","18","E","3"
"20P31A0370","R2031032","DESIGN OF MACHINE MEMBERS-I","19","E","3"
"20P31A0370","R203103B","INDUSTRIAL ROBOTICS","13","F","0"
"20P31A0372","R2031031","THERMAL ENGINEERING-II","20","F","0"
"20P31A0372","R2031032","DESIGN OF MACHINE MEMBERS-I","21","F","0"
"20P31A0372","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","16","F","0"
"20P31A0372","R203103B","INDUSTRIAL ROBOTICS","19","F","0"
"20P31A0372","R203103H","OPERATIONS RESEARCH","15","F","0"
"20P31A0373","R2031031","THERMAL ENGINEERING-II","21","F","0"
"20P31A0373","R2031032","DESIGN OF MACHINE MEMBERS-I","23","F","0"
"20P31A0373","R203103B","INDUSTRIAL ROBOTICS","20","F","0"
"20P31A0373","R203103H","OPERATIONS RESEARCH","17","F","0"
"20P31A0375","R2031031","THERMAL ENGINEERING-II","19","E","3"
"20P31A0375","R2031032","DESIGN OF MACHINE MEMBERS-I","22","F","0"
"20P31A0375","R203103H","OPERATIONS RESEARCH","19","F","0"
"20P31A0376","R2031031","THERMAL ENGINEERING-II","16","F","0"
"20P31A0376","R2031032","DESIGN OF MACHINE MEMBERS-I","22","F","0"
"20P31A0376","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","18","F","0"
"20P31A0376","R203103B","INDUSTRIAL ROBOTICS","15","F","0"
"20P31A0383","R2031031","THERMAL ENGINEERING-II","21","F","0"
"20P31A0383","R2031032","DESIGN OF MACHINE MEMBERS-I","22","F","0"
"20P31A0383","R203103H","OPERATIONS RESEARCH","21","F","0"
"20P31A0384","R2031032","DESIGN OF MACHINE MEMBERS-I","24","F","0"
"20P31A0387","R2031031","THERMAL ENGINEERING-II","18","F","0"
"20P31A0387","R203103H","OPERATIONS RESEARCH","21","F","0"
"20P31A0388","R2031031","THERMAL ENGINEERING-II","19","ABSENT","0"
"20P31A0388","R2031032","DESIGN OF MACHINE MEMBERS-I","22","F","0"
"20P31A0388","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","17","F","0"
"20P31A0388","R203103H","OPERATIONS RESEARCH","20","F","0"
"20P31A0390","R2031031","THERMAL ENGINEERING-II","22","F","0"
"20P31A0390","R2031032","DESIGN OF MACHINE MEMBERS-I","23","F","0"
"20P31A0390","R203103B","INDUSTRIAL ROBOTICS","20","F","0"
"20P31A0390","R203103H","OPERATIONS RESEARCH","19","F","0"
"20P31A0392","R2031031","THERMAL ENGINEERING-II","18","F","0"
"20P31A0392","R2031032","DESIGN OF MACHINE MEMBERS-I","22","F","0"
"20P31A0392","R203103H","OPERATIONS RESEARCH","22","F","0"
"20P31A0393","R2031032","DESIGN OF MACHINE MEMBERS-I","24","E","3"
"20P31A0394","R2031032","DESIGN OF MACHINE MEMBERS-I","21","D","3"
"20P31A0395","R2031031","THERMAL ENGINEERING-II","23","F","0"
"20P31A0395","R2031032","DESIGN OF MACHINE MEMBERS-I","23","F","0"
"20P31A0396","R2031032","DESIGN OF MACHINE MEMBERS-I","23","D","3"
"20P31A0398","R2031031","THERMAL ENGINEERING-II","15","F","0"
"20P31A0398","R2031032","DESIGN OF MACHINE MEMBERS-I","21","F","0"
"20P31A0398","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","16","F","0"
"20P31A0398","R203103B","INDUSTRIAL ROBOTICS","16","F","0"
"20P31A0398","R203103H","OPERATIONS RESEARCH","15","F","0"
"20P31A0399","R2031031","THERMAL ENGINEERING-II","20","D","3"
"20P31A03A0","R2031032","DESIGN OF MACHINE MEMBERS-I","24","F","0"
"20P31A03A0","R203103H","OPERATIONS RESEARCH","19","D","3"
"20P31A03A1","R2031031","THERMAL ENGINEERING-II","18","F","0"
"20P31A03A1","R2031032","DESIGN OF MACHINE MEMBERS-I","16","F","0"
"20P31A03A1","R203103B","INDUSTRIAL ROBOTICS","16","F","0"
"20P31A03A1","R203103H","OPERATIONS RESEARCH","17","F","0"
"20P31A03A2","R2031032","DESIGN OF MACHINE MEMBERS-I","19","E","3"
"20P31A03A5","R2031031","THERMAL ENGINEERING-II","22","F","0"
"20P31A03A5","R2031032","DESIGN OF MACHINE MEMBERS-I","23","F","0"
"20P31A03A5","R203103B","INDUSTRIAL ROBOTICS","21","F","0"
"20P31A03A5","R203103H","OPERATIONS RESEARCH","22","D","3"
"20P31A03A6","R2031031","THERMAL ENGINEERING-II","17","E","3"
"20P31A03A7","R2031032","DESIGN OF MACHINE MEMBERS-I","24","D","3"
"20P31A03A8","R2031031","THERMAL ENGINEERING-II","17","E","3"
"20P31A03A8","R2031032","DESIGN OF MACHINE MEMBERS-I","22","D","3"
"20P31A03A8","R203103H","OPERATIONS RESEARCH","18","E","3"
"20P31A03A9","R2031031","THERMAL ENGINEERING-II","17","F","0"
"20P31A03A9","R2031032","DESIGN OF MACHINE MEMBERS-I","19","F","0"
"20P31A03A9","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","20","F","0"
"20P31A03A9","R203103B","INDUSTRIAL ROBOTICS","17","F","0"
"20P31A03A9","R203103H","OPERATIONS RESEARCH","16","F","0"
"20P31A03B1","R2031031","THERMAL ENGINEERING-II","17","F","0"
"20P31A03B1","R2031032","DESIGN OF MACHINE MEMBERS-I","21","F","0"
"20P31A03B1","R203103B","INDUSTRIAL ROBOTICS","19","F","0"
"20P31A03B1","R203103H","OPERATIONS RESEARCH","17","F","0"
"20P31A03B2","R2031031","THERMAL ENGINEERING-II","17","E","3"
"20P31A03B3","R2031031","THERMAL ENGINEERING-II","20","D","3"
"20P31A03B3","R2031032","DESIGN OF MACHINE MEMBERS-I","22","F","0"
"20P31A03B3","R203103H","OPERATIONS RESEARCH","20","D","3"
"20P31A03B4","R2031031","THERMAL ENGINEERING-II","17","F","0"
"20P31A03B4","R2031032","DESIGN OF MACHINE MEMBERS-I","17","E","3"
"20P31A03B4","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","18","F","0"
"20P31A03B4","R203103B","INDUSTRIAL ROBOTICS","21","E","3"
"20P31A03B4","R203103H","OPERATIONS RESEARCH","15","F","0"
"20P31A03B5","R2031031","THERMAL ENGINEERING-II","22","E","3"
"20P31A03B6","R2031032","DESIGN OF MACHINE MEMBERS-I","18","E","3"
"20P31A03B6","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","18","F","0"
"20P31A03B6","R203103B","INDUSTRIAL ROBOTICS","21","F","0"
"20P31A03B6","R203103H","OPERATIONS RESEARCH","21","F","0"
"20P31A03B7","R2031032","DESIGN OF MACHINE MEMBERS-I","20","F","0"
"20P31A03B8","R2031031","THERMAL ENGINEERING-II","18","F","0"
"20P31A03B8","R2031032","DESIGN OF MACHINE MEMBERS-I","18","F","0"
"20P31A03B8","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","17","F","0"
"20P31A03B8","R203103B","INDUSTRIAL ROBOTICS","17","F","0"
"20P31A03B8","R203103H","OPERATIONS RESEARCH","20","F","0"
"20P31A03C0","R2031032","DESIGN OF MACHINE MEMBERS-I","19","D","3"
"20P31A03C0","R203103H","OPERATIONS RESEARCH","21","F","0"
"20P31A03C1","R2031032","DESIGN OF MACHINE MEMBERS-I","20","F","0"
"20P31A03C2","R2031031","THERMAL ENGINEERING-II","19","F","0"
"20P31A03C2","R2031032","DESIGN OF MACHINE MEMBERS-I","20","F","0"
"20P31A03C2","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","18","F","0"
"20P31A03C2","R203103B","INDUSTRIAL ROBOTICS","20","F","0"
"20P31A03C4","R2031032","DESIGN OF MACHINE MEMBERS-I","21","E","3"
"20P31A03C4","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","20","F","0"
"20P31A03C4","R203103B","INDUSTRIAL ROBOTICS","18","E","3"
"20P31A03C4","R203103H","OPERATIONS RESEARCH","20","E","3"
"20P31A03C5","R2031032","DESIGN OF MACHINE MEMBERS-I","21","E","3"
"20P31A03C5","R203103H","OPERATIONS RESEARCH","18","F","0"
"20P31A03C6","R2031031","THERMAL ENGINEERING-II","15","F","0"
"20P31A03C6","R2031032","DESIGN OF MACHINE MEMBERS-I","20","F","0"
"20P31A03C6","R203103B","INDUSTRIAL ROBOTICS","21","E","3"
"20P31A03C6","R203103H","OPERATIONS RESEARCH","19","F","0"
"20P31A03C7","R2031031","THERMAL ENGINEERING-II","18","F","0"
"20P31A03C7","R2031032","DESIGN OF MACHINE MEMBERS-I","19","F","0"
"20P31A03C7","R203103H","OPERATIONS RESEARCH","21","F","0"
"20P31A03C8","R2031032","DESIGN OF MACHINE MEMBERS-I","18","F","0"
"20P31A03C8","R203103H","OPERATIONS RESEARCH","20","F","0"
"20P31A03C9","R2031032","DESIGN OF MACHINE MEMBERS-I","21","D","3"
"20P31A03D2","R2031032","DESIGN OF MACHINE MEMBERS-I","21","F","0"
"20P31A03D2","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","18","ABSENT","0"
"20P31A03D2","R203103B","INDUSTRIAL ROBOTICS","22","F","0"
"20P31A03D2","R203103H","OPERATIONS RESEARCH","23","ABSENT","0"
"20P31A03D3","R2031031","THERMAL ENGINEERING-II","19","E","3"
"20P31A03D3","R2031032","DESIGN OF MACHINE MEMBERS-I","19","F","0"
"20P31A03D3","R203103H","OPERATIONS RESEARCH","21","F","0"
"20P31A03D4","R2031031","THERMAL ENGINEERING-II","18","D","3"
"20P31A03D6","R2031032","DESIGN OF MACHINE MEMBERS-I","21","E","3"
"20P31A03D6","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","18","D","3"
"20P31A03D6","R203103H","OPERATIONS RESEARCH","19","F","0"
"20P31A03D8","R2031031","THERMAL ENGINEERING-II","20","F","0"
"20P31A03D8","R203103H","OPERATIONS RESEARCH","23","E","3"
"20P31A03D9","R2031031","THERMAL ENGINEERING-II","17","E","3"
"20P31A03D9","R2031032","DESIGN OF MACHINE MEMBERS-I","19","F","0"
"20P31A03D9","R203103B","INDUSTRIAL ROBOTICS","17","E","3"
"20P31A03D9","R203103H","OPERATIONS RESEARCH","21","F","0"
"20P31A0405","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","17","ABSENT","0"
"20P31A0405","R2031043","DIGITAL COMMUNICATIONS","19","F","0"
"20P31A0405","R203104B","ELECTRONIC MEASUREMENTS AND INSTRUMENTAT","18","ABSENT","0"
"20P31A0405","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","19","E","3"
"20P31A0407","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","21","C","3"
"20P31A0411","R2031043","DIGITAL COMMUNICATIONS","23","D","3"
"20P31A0411","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","20","E","3"
"20P31A0416","R2031041","ANALOG ICS AND APPLICATIONS","18","C","3"
"20P31A0417","R203104B","ELECTRONIC MEASUREMENTS AND INSTRUMENTAT","15","C","3"
"20P31A0419","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","17","F","0"
"20P31A0419","R2031043","DIGITAL COMMUNICATIONS","16","E","3"
"20P31A0422","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","22","C","3"
"20P31A0423","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","19","C","3"
"20P31A0430","R2031041","ANALOG ICS AND APPLICATIONS","8","F","0"
"20P31A0430","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","19","E","3"
"20P31A0430","R2031043","DIGITAL COMMUNICATIONS","9","F","0"
"20P31A0430","R2031044","ANALOG ICS AND APPLICATIONS LAB","8","ABSENT","0"
"20P31A0430","R2031045","DIGITAL COMMUNICATIONS LAB","7","ABSENT","0"
"20P31A0430","R2031046","DATA STRUCTURES USING JAVA LAB","0","ABSENT","0"
"20P31A0430","R2031047","INDIAN TRADITIONAL KNOWLEDGE","25","COMPLE","0"
"20P31A0430","R2031048","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","ABSENT","0"
"20P31A0430","R203104B","ELECTRONIC MEASUREMENTS AND INSTRUMENTAT","9","E","3"
"20P31A0430","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","5","E","3"
"20P31A0440","R2031043","DIGITAL COMMUNICATIONS","22","F","0"
"20P31A0440","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","17","F","0"
"20P31A0441","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","19","E","3"
"20P31A0442","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","19","C","3"
"20P31A0451","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","14","E","3"
"20P31A0451","R2031043","DIGITAL COMMUNICATIONS","20","F","0"
"20P31A0451","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","16","D","3"
"20P31A0459","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","16","E","3"
"20P31A0459","R2031043","DIGITAL COMMUNICATIONS","16","F","0"
"20P31A0459","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","17","E","3"
"20P31A0467","R2031043","DIGITAL COMMUNICATIONS","19","F","0"
"20P31A0476","R2031043","DIGITAL COMMUNICATIONS","20","F","0"
"20P31A0476","R203104B","ELECTRONIC MEASUREMENTS AND INSTRUMENTAT","19","F","0"
"20P31A0476","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","20","D","3"
"20P31A0479","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","15","F","0"
"20P31A0479","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","19","ABSENT","0"
"20P31A0481","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","19","F","0"
"20P31A0481","R2031043","DIGITAL COMMUNICATIONS","19","F","0"
"20P31A0481","R203104B","ELECTRONIC MEASUREMENTS AND INSTRUMENTAT","18","F","0"
"20P31A04A4","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","22","C","3"
"20P31A04C0","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","19","E","3"
"20P31A04C2","R2031041","ANALOG ICS AND APPLICATIONS","17","E","3"
"20P31A04C2","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","18","F","0"
"20P31A04C2","R2031043","DIGITAL COMMUNICATIONS","19","F","0"
"20P31A04C2","R203104B","ELECTRONIC MEASUREMENTS AND INSTRUMENTAT","19","D","3"
"20P31A04C2","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","17","F","0"
"20P31A04C6","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","20","F","0"
"20P31A04C6","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","13","E","3"
"20P31A04D2","R203104B","ELECTRONIC MEASUREMENTS AND INSTRUMENTAT","15","F","0"
"20P31A04D2","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","18","D","3"
"20P31A04D7","R2031043","DIGITAL COMMUNICATIONS","13","E","3"
"20P31A04E5","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","15","F","0"
"20P31A04E7","R2031043","DIGITAL COMMUNICATIONS","20","E","3"
"20P31A04E7","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","20","D","3"
"20P31A04F4","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","17","E","3"
"20P31A04F8","R2031041","ANALOG ICS AND APPLICATIONS","13","F","0"
"20P31A04F8","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","17","F","0"
"20P31A04F8","R2031043","DIGITAL COMMUNICATIONS","15","E","3"
"20P31A04F8","R2031045","DIGITAL COMMUNICATIONS LAB","14","A","1.5"
"20P31A04F8","R203104B","ELECTRONIC MEASUREMENTS AND INSTRUMENTAT","17","E","3"
"20P31A04F8","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","19","E","3"
"20P31A04G7","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","17","C","3"
"20P31A04H5","R2031043","DIGITAL COMMUNICATIONS","20","D","3"
"20P31A04I1","R203104B","ELECTRONIC MEASUREMENTS AND INSTRUMENTAT","13","F","0"
"20P31A04I1","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","14","E","3"
"20P31A04I3","R2031041","ANALOG ICS AND APPLICATIONS","10","ABSENT","0"
"20P31A04I3","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","13","F","0"
"20P31A04I3","R2031043","DIGITAL COMMUNICATIONS","15","F","0"
"20P31A04I3","R203104B","ELECTRONIC MEASUREMENTS AND INSTRUMENTAT","10","F","0"
"20P31A04I3","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","11","F","0"
"20P31A04J8","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","19","D","3"
"20P31A04K3","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","18","D","3"
"20P31A04K6","R2031041","ANALOG ICS AND APPLICATIONS","13","E","3"
"20P31A04K6","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","16","F","0"
"20P31A04K6","R203104B","ELECTRONIC MEASUREMENTS AND INSTRUMENTAT","14","F","0"
"20P31A04K6","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","19","E","3"
"20P31A04K9","R2031041","ANALOG ICS AND APPLICATIONS","14","E","3"
"20P31A04K9","R2031043","DIGITAL COMMUNICATIONS","12","F","0"
"20P31A04K9","R203104B","ELECTRONIC MEASUREMENTS AND INSTRUMENTAT","13","F","0"
"20P31A04K9","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","17","E","3"
"20P31A04L2","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","16","F","0"
"20P31A04L5","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","13","F","0"
"20P31A04M5","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","16","F","0"
"20P31A04M5","R203104B","ELECTRONIC MEASUREMENTS AND INSTRUMENTAT","17","E","3"
"20P31A04M5","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","19","E","3"
"20P31A04N3","R2031041","ANALOG ICS AND APPLICATIONS","14","E","3"
"20P31A04N3","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","19","F","0"
"20P31A04N5","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","15","E","3"
